Zone,Date,Temperature,ReportType
D,4/2/2020,3.3,FM-15
B,4/2/2020,3.3,FM-15
D,4/2/2020,2.8,FM-15
B,4/2/2020,2.8,FM-15
D,4/2/2020,2.8,FM-15
B,4/2/2020,2.8,FM-15
D,4/2/2020,5.6,FM-15
B,4/2/2020,5.6,FM-15
D,4/2/2020,8.3,FM-15
B,4/2/2020,8.3,FM-15
D,4/2/2020,10.6,FM-15
B,4/2/2020,10.6,FM-15
D,4/2/2020,12.8,FM-15
B,4/2/2020,12.8,FM-15
D,4/2/2020,12.8,FM-15
B,4/2/2020,12.8,FM-15
D,4/2/2020,13.9,FM-15
B,4/2/2020,13.9,FM-15
D,4/2/2020,14.4,FM-15
B,4/2/2020,14.4,FM-15
D,4/2/2020,15,FM-15
B,4/2/2020,15,FM-15
D,4/2/2020,13.3,FM-15
B,4/2/2020,13.3,FM-15
D,4/2/2020,14.4,FM-15
B,4/2/2020,14.4,FM-15
D,4/2/2020,12.8,FM-15
B,4/2/2020,12.8,FM-15
D,4/2/2020,12.2,FM-15
B,4/2/2020,12.2,FM-15
D,4/2/2020,11.1,FM-15
B,4/2/2020,11.1,FM-15
D,4/2/2020,9.4,FM-15
B,4/2/2020,9.4,FM-15
D,4/2/2020,6.7,FM-15
B,4/2/2020,6.7,FM-15
D,4/2/2020,7.2,FM-15
B,4/2/2020,7.2,FM-15
D,4/3/2020,5,FM-15
B,4/3/2020,5,FM-15
D,4/3/2020,-2.8,SOD  
B,4/3/2020,-2.8,SOD  
D,4/3/2020,3.9,FM-15
B,4/3/2020,3.9,FM-15
D,4/3/2020,2.8,FM-15
B,4/3/2020,2.8,FM-15
D,4/3/2020,2.2,FM-15
B,4/3/2020,2.2,FM-15
D,4/3/2020,2.2,FM-15
B,4/3/2020,2.2,FM-15
D,4/3/2020,1.7,FM-15
B,4/3/2020,1.7,FM-15
D,4/3/2020,1.1,FM-15
B,4/3/2020,1.1,FM-15
D,4/3/2020,2.2,FM-15
B,4/3/2020,2.2,FM-15
D,4/3/2020,6.1,FM-15
B,4/3/2020,6.1,FM-15
D,4/3/2020,10.6,FM-15
B,4/3/2020,10.6,FM-15
D,4/3/2020,13.9,FM-15
B,4/3/2020,13.9,FM-15
D,4/3/2020,15.6,FM-15
B,4/3/2020,15.6,FM-15
D,4/3/2020,17.2,FM-15
B,4/3/2020,17.2,FM-15
D,4/3/2020,17.2,FM-15
B,4/3/2020,17.2,FM-15
D,4/3/2020,18.3,FM-15
B,4/3/2020,18.3,FM-15
D,4/3/2020,18.3,FM-15
B,4/3/2020,18.3,FM-15
D,4/3/2020,18.3,FM-15
B,4/3/2020,18.3,FM-15
D,4/3/2020,18.3,FM-15
B,4/3/2020,18.3,FM-15
D,4/3/2020,17.2,FM-15
B,4/3/2020,17.2,FM-15
D,4/3/2020,15,FM-15
B,4/3/2020,15,FM-15
D,4/3/2020,13.3,FM-15
B,4/3/2020,13.3,FM-15
D,4/3/2020,12.2,FM-15
B,4/3/2020,12.2,FM-15
D,4/3/2020,10.6,FM-15
B,4/3/2020,10.6,FM-15
D,4/3/2020,9.4,FM-15
B,4/3/2020,9.4,FM-15
D,4/4/2020,8.9,FM-15
B,4/4/2020,8.9,FM-15
D,4/4/2020,-2.8,SOD  
B,4/4/2020,-2.8,SOD  
D,4/4/2020,8.3,FM-15
B,4/4/2020,8.3,FM-15
D,4/4/2020,8.3,FM-15
B,4/4/2020,8.3,FM-15
D,4/4/2020,5.6,FM-15
B,4/4/2020,5.6,FM-15
D,4/4/2020,4.4,FM-15
B,4/4/2020,4.4,FM-15
D,4/4/2020,3.3,FM-15
B,4/4/2020,3.3,FM-15
D,4/4/2020,3.9,FM-15
B,4/4/2020,3.9,FM-15
D,4/4/2020,3.3,FM-15
B,4/4/2020,3.3,FM-15
D,4/4/2020,7.8,FM-15
B,4/4/2020,7.8,FM-15
D,4/4/2020,10.6,FM-15
B,4/4/2020,10.6,FM-15
D,4/4/2020,12.8,FM-15
B,4/4/2020,12.8,FM-15
D,4/4/2020,15,FM-15
B,4/4/2020,15,FM-15
D,4/4/2020,16.1,FM-15
B,4/4/2020,16.1,FM-15
D,4/4/2020,17.2,FM-15
B,4/4/2020,17.2,FM-15
D,4/4/2020,20,FM-15
B,4/4/2020,20,FM-15
D,4/4/2020,20,FM-15
B,4/4/2020,20,FM-15
D,4/4/2020,20.6,FM-15
B,4/4/2020,20.6,FM-15
D,4/4/2020,20,FM-15
B,4/4/2020,20,FM-15
D,4/4/2020,18.9,FM-15
B,4/4/2020,18.9,FM-15
D,4/4/2020,18.3,FM-15
B,4/4/2020,18.3,FM-15
D,4/4/2020,17.2,FM-15
B,4/4/2020,17.2,FM-15
D,4/4/2020,16.1,FM-15
B,4/4/2020,16.1,FM-15
D,4/4/2020,16.1,FM-15
B,4/4/2020,16.1,FM-15
D,4/4/2020,13.9,FM-15
B,4/4/2020,13.9,FM-15
D,4/5/2020,12.8,FM-15
B,4/5/2020,12.8,FM-15
D,4/5/2020,-2.8,SOD  
B,4/5/2020,-2.8,SOD  
D,4/5/2020,12.2,FM-15
B,4/5/2020,12.2,FM-15
D,4/5/2020,11.7,FM-15
B,4/5/2020,11.7,FM-15
D,4/5/2020,11.1,FM-15
B,4/5/2020,11.1,FM-15
D,4/5/2020,10,FM-15
B,4/5/2020,10,FM-15
D,4/5/2020,10,FM-15
B,4/5/2020,10,FM-15
D,4/5/2020,9.4,FM-15
B,4/5/2020,9.4,FM-15
D,4/5/2020,9,FM-16
B,4/5/2020,9,FM-16
D,4/5/2020,8.9,FM-15
B,4/5/2020,8.9,FM-15
D,4/5/2020,9.4,FM-16
B,4/5/2020,9.4,FM-16
D,4/5/2020,9.4,FM-15
B,4/5/2020,9.4,FM-15
D,4/5/2020,10,FM-16
B,4/5/2020,10,FM-16
D,4/5/2020,10,FM-16
B,4/5/2020,10,FM-16
D,4/5/2020,10,FM-15
B,4/5/2020,10,FM-15
D,4/5/2020,10,FM-16
B,4/5/2020,10,FM-16
D,4/5/2020,10,FM-15
B,4/5/2020,10,FM-15
D,4/5/2020,10,FM-16
B,4/5/2020,10,FM-16
D,4/5/2020,11.7,FM-15
B,4/5/2020,11.7,FM-15
D,4/5/2020,11.1,FM-15
B,4/5/2020,11.1,FM-15
D,4/5/2020,11.1,FM-16
B,4/5/2020,11.1,FM-16
D,4/5/2020,11.7,FM-15
B,4/5/2020,11.7,FM-15
D,4/5/2020,10.6,FM-16
B,4/5/2020,10.6,FM-16
D,4/5/2020,10.6,FM-15
B,4/5/2020,10.6,FM-15
D,4/5/2020,11.1,FM-15
B,4/5/2020,11.1,FM-15
D,4/5/2020,10.6,FM-15
B,4/5/2020,10.6,FM-15
D,4/5/2020,10.6,FM-15
B,4/5/2020,10.6,FM-15
D,4/5/2020,10.6,FM-16
B,4/5/2020,10.6,FM-16
D,4/5/2020,10,FM-15
B,4/5/2020,10,FM-15
D,4/5/2020,9.4,FM-15
B,4/5/2020,9.4,FM-15
D,4/5/2020,8.9,FM-15
B,4/5/2020,8.9,FM-15
D,4/5/2020,7.2,FM-15
B,4/5/2020,7.2,FM-15
D,4/5/2020,6.7,FM-16
B,4/5/2020,6.7,FM-16
D,4/5/2020,6.1,FM-15
B,4/5/2020,6.1,FM-15
D,4/5/2020,5,FM-15
B,4/5/2020,5,FM-15
D,4/6/2020,4.4,FM-15
B,4/6/2020,4.4,FM-15
D,4/6/2020,-2.8,SOD  
B,4/6/2020,-2.8,SOD  
D,4/6/2020,3.3,FM-15
B,4/6/2020,3.3,FM-15
D,4/6/2020,2.8,FM-15
B,4/6/2020,2.8,FM-15
D,4/6/2020,2.8,FM-15
B,4/6/2020,2.8,FM-15
D,4/6/2020,2.8,FM-15
B,4/6/2020,2.8,FM-15
D,4/6/2020,1.7,FM-15
B,4/6/2020,1.7,FM-15
D,4/6/2020,2.2,FM-15
B,4/6/2020,2.2,FM-15
D,4/6/2020,2.2,FM-15
B,4/6/2020,2.2,FM-15
D,4/6/2020,5,FM-15
B,4/6/2020,5,FM-15
D,4/6/2020,8.3,FM-15
B,4/6/2020,8.3,FM-15
D,4/6/2020,10,FM-15
B,4/6/2020,10,FM-15
D,4/6/2020,12.2,FM-15
B,4/6/2020,12.2,FM-15
D,4/6/2020,14.4,FM-15
B,4/6/2020,14.4,FM-15
D,4/6/2020,15.6,FM-15
B,4/6/2020,15.6,FM-15
D,4/6/2020,17.2,FM-15
B,4/6/2020,17.2,FM-15
D,4/6/2020,17.8,FM-15
B,4/6/2020,17.8,FM-15
D,4/6/2020,18.3,FM-15
B,4/6/2020,18.3,FM-15
D,4/6/2020,18.3,FM-15
B,4/6/2020,18.3,FM-15
D,4/6/2020,17.8,FM-15
B,4/6/2020,17.8,FM-15
D,4/6/2020,17.8,FM-15
B,4/6/2020,17.8,FM-15
D,4/6/2020,17.2,FM-15
B,4/6/2020,17.2,FM-15
D,4/6/2020,16.7,FM-15
B,4/6/2020,16.7,FM-15
D,4/6/2020,15.6,FM-15
B,4/6/2020,15.6,FM-15
D,4/6/2020,15.6,FM-15
B,4/6/2020,15.6,FM-15
D,4/7/2020,15,FM-15
B,4/7/2020,15,FM-15
D,4/7/2020,-2.8,SOD  
B,4/7/2020,-2.8,SOD  
D,4/7/2020,15,FM-15
B,4/7/2020,15,FM-15
D,4/7/2020,13.9,FM-15
B,4/7/2020,13.9,FM-15
D,4/7/2020,12.2,FM-15
B,4/7/2020,12.2,FM-15
D,4/7/2020,10.6,FM-15
B,4/7/2020,10.6,FM-15
D,4/7/2020,12.2,FM-15
B,4/7/2020,12.2,FM-15
D,4/7/2020,12.8,FM-15
B,4/7/2020,12.8,FM-15
D,4/7/2020,12.8,FM-16
B,4/7/2020,12.8,FM-16
D,4/7/2020,12.8,FM-16
B,4/7/2020,12.8,FM-16
D,4/7/2020,12.2,FM-16
B,4/7/2020,12.2,FM-16
D,4/7/2020,11.7,FM-15
B,4/7/2020,11.7,FM-15
D,4/7/2020,12.2,FM-16
B,4/7/2020,12.2,FM-16
D,4/7/2020,12.2,FM-15
B,4/7/2020,12.2,FM-15
D,4/7/2020,12.2,FM-16
B,4/7/2020,12.2,FM-16
D,4/7/2020,12.2,FM-16
B,4/7/2020,12.2,FM-16
D,4/7/2020,13,FM-16
B,4/7/2020,13,FM-16
D,4/7/2020,12.8,FM-15
B,4/7/2020,12.8,FM-15
D,4/7/2020,15,FM-15
B,4/7/2020,15,FM-15
D,4/7/2020,16.1,FM-15
B,4/7/2020,16.1,FM-15
D,4/7/2020,18.3,FM-15
B,4/7/2020,18.3,FM-15
D,4/7/2020,20.6,FM-15
B,4/7/2020,20.6,FM-15
D,4/7/2020,21.7,FM-15
B,4/7/2020,21.7,FM-15
D,4/7/2020,23.3,FM-15
B,4/7/2020,23.3,FM-15
D,4/7/2020,24.4,FM-15
B,4/7/2020,24.4,FM-15
D,4/7/2020,24.4,FM-15
B,4/7/2020,24.4,FM-15
D,4/7/2020,23.9,FM-15
B,4/7/2020,23.9,FM-15
D,4/7/2020,23.3,FM-15
B,4/7/2020,23.3,FM-15
D,4/7/2020,22.2,FM-15
B,4/7/2020,22.2,FM-15
D,4/7/2020,20.6,FM-15
B,4/7/2020,20.6,FM-15
D,4/7/2020,20,FM-15
B,4/7/2020,20,FM-15
D,4/7/2020,18.9,FM-15
B,4/7/2020,18.9,FM-15
D,4/8/2020,18.3,FM-15
B,4/8/2020,18.3,FM-15
D,4/8/2020,-2.8,SOD  
B,4/8/2020,-2.8,SOD  
D,4/8/2020,18.9,FM-15
B,4/8/2020,18.9,FM-15
D,4/8/2020,17.2,FM-16
B,4/8/2020,17.2,FM-16
D,4/8/2020,15,FM-16
B,4/8/2020,15,FM-16
D,4/8/2020,13,FM-16
B,4/8/2020,13,FM-16
D,4/8/2020,13.3,FM-15
B,4/8/2020,13.3,FM-15
D,4/8/2020,14,FM-16
B,4/8/2020,14,FM-16
D,4/8/2020,13.9,FM-15
B,4/8/2020,13.9,FM-15
D,4/8/2020,13.9,FM-16
B,4/8/2020,13.9,FM-16
D,4/8/2020,13.9,FM-16
B,4/8/2020,13.9,FM-16
D,4/8/2020,13.9,FM-15
B,4/8/2020,13.9,FM-15
D,4/8/2020,13.9,FM-16
B,4/8/2020,13.9,FM-16
D,4/8/2020,13.3,FM-16
B,4/8/2020,13.3,FM-16
D,4/8/2020,13.3,FM-15
B,4/8/2020,13.3,FM-15
D,4/8/2020,12.8,FM-15
B,4/8/2020,12.8,FM-15
D,4/8/2020,12.2,FM-15
B,4/8/2020,12.2,FM-15
D,4/8/2020,15.6,FM-16
B,4/8/2020,15.6,FM-16
D,4/8/2020,15.6,FM-15
B,4/8/2020,15.6,FM-15
D,4/8/2020,15,FM-16
B,4/8/2020,15,FM-16
D,4/8/2020,16,FM-16
B,4/8/2020,16,FM-16
D,4/8/2020,15.6,FM-15
B,4/8/2020,15.6,FM-15
D,4/8/2020,15.6,FM-16
B,4/8/2020,15.6,FM-16
D,4/8/2020,16.1,FM-15
B,4/8/2020,16.1,FM-15
D,4/8/2020,16.1,FM-15
B,4/8/2020,16.1,FM-15
D,4/8/2020,17.2,FM-16
B,4/8/2020,17.2,FM-16
D,4/8/2020,18.3,FM-15
B,4/8/2020,18.3,FM-15
D,4/8/2020,18.3,FM-16
B,4/8/2020,18.3,FM-16
D,4/8/2020,19.4,SY-MT
B,4/8/2020,19.4,SY-MT
D,4/8/2020,21.1,FM-15
B,4/8/2020,21.1,FM-15
D,4/8/2020,22.2,FM-15
B,4/8/2020,22.2,FM-15
D,4/8/2020,22.2,FM-15
B,4/8/2020,22.2,FM-15
D,4/8/2020,22.8,FM-15
B,4/8/2020,22.8,FM-15
D,4/8/2020,21.7,FM-15
B,4/8/2020,21.7,FM-15
D,4/8/2020,20.6,FM-15
B,4/8/2020,20.6,FM-15
D,4/8/2020,16.1,FM-15
B,4/8/2020,16.1,FM-15
D,4/8/2020,16.7,FM-15
B,4/8/2020,16.7,FM-15
D,4/8/2020,17.2,FM-15
B,4/8/2020,17.2,FM-15
D,4/8/2020,16.1,FM-16
B,4/8/2020,16.1,FM-16
D,4/8/2020,13.9,FM-15
B,4/8/2020,13.9,FM-15
D,4/9/2020,12.8,FM-16
B,4/9/2020,12.8,FM-16
D,4/9/2020,12.8,FM-16
B,4/9/2020,12.8,FM-16
D,4/9/2020,13.3,FM-15
B,4/9/2020,13.3,FM-15
D,4/9/2020,-2.8,SOD  
B,4/9/2020,-2.8,SOD  
D,4/9/2020,12.8,FM-15
B,4/9/2020,12.8,FM-15
D,4/9/2020,11.7,FM-15
B,4/9/2020,11.7,FM-15
D,4/9/2020,12.2,FM-16
B,4/9/2020,12.2,FM-16
D,4/9/2020,12.8,FM-15
B,4/9/2020,12.8,FM-15
D,4/9/2020,12.2,FM-16
B,4/9/2020,12.2,FM-16
D,4/9/2020,11.7,FM-16
B,4/9/2020,11.7,FM-16
D,4/9/2020,11.7,FM-15
B,4/9/2020,11.7,FM-15
D,4/9/2020,11.1,FM-16
B,4/9/2020,11.1,FM-16
D,4/9/2020,10.6,FM-15
B,4/9/2020,10.6,FM-15
D,4/9/2020,10.6,FM-16
B,4/9/2020,10.6,FM-16
D,4/9/2020,10.6,FM-15
B,4/9/2020,10.6,FM-15
D,4/9/2020,9.4,FM-16
B,4/9/2020,9.4,FM-16
D,4/9/2020,9.4,FM-15
B,4/9/2020,9.4,FM-15
D,4/9/2020,9.4,FM-16
B,4/9/2020,9.4,FM-16
D,4/9/2020,9.4,FM-16
B,4/9/2020,9.4,FM-16
D,4/9/2020,9.4,FM-15
B,4/9/2020,9.4,FM-15
D,4/9/2020,9.4,FM-15
B,4/9/2020,9.4,FM-15
D,4/9/2020,10,FM-15
B,4/9/2020,10,FM-15
D,4/9/2020,9.4,FM-15
B,4/9/2020,9.4,FM-15
D,4/9/2020,10,FM-15
B,4/9/2020,10,FM-15
D,4/9/2020,10.6,FM-15
B,4/9/2020,10.6,FM-15
D,4/9/2020,11.7,FM-15
B,4/9/2020,11.7,FM-15
D,4/9/2020,10.6,FM-15
B,4/9/2020,10.6,FM-15
D,4/9/2020,9.4,FM-15
B,4/9/2020,9.4,FM-15
D,4/9/2020,8.3,FM-15
B,4/9/2020,8.3,FM-15
D,4/9/2020,7.2,FM-15
B,4/9/2020,7.2,FM-15
D,4/9/2020,6.1,FM-15
B,4/9/2020,6.1,FM-15
D,4/9/2020,6.1,FM-15
B,4/9/2020,6.1,FM-15
D,4/9/2020,5,FM-15
B,4/9/2020,5,FM-15
D,4/9/2020,3.9,FM-15
B,4/9/2020,3.9,FM-15
D,4/9/2020,3.3,FM-15
B,4/9/2020,3.3,FM-15
D,4/10/2020,2.8,FM-15
B,4/10/2020,2.8,FM-15
D,4/10/2020,-2.8,SOD  
B,4/10/2020,-2.8,SOD  
A,4/4/2020,10.6,FM-15
A,4/4/2020,11.1,FM-16
A,4/4/2020,10.6,FM-15
A,4/4/2020,11.1,FM-15
A,4/4/2020,12.2,FM-15
A,4/4/2020,11.1,FM-15
A,4/4/2020,12.8,FM-16
A,4/4/2020,12.8,FM-15
A,4/4/2020,10.6,FM-15
A,4/4/2020,9.4,FM-15
A,4/4/2020,8.3,FM-15
A,4/4/2020,7.8,FM-15
A,4/4/2020,7.2,FM-15
A,4/4/2020,6.7,FM-15
A,4/4/2020,6.1,FM-15
A,4/5/2020,6.1,FM-15
A,4/5/2020,-2.8,SOD  
A,4/5/2020,5.6,FM-15
A,4/5/2020,6.1,FM-15
A,4/5/2020,6.1,FM-15
A,4/5/2020,5,FM-15
A,4/5/2020,5,FM-16
A,4/5/2020,4.4,FM-15
A,4/5/2020,5.6,FM-15
A,4/5/2020,7.2,FM-15
A,4/5/2020,11.7,FM-15
A,4/5/2020,13.9,FM-15
A,4/5/2020,15.6,FM-15
A,4/5/2020,17.8,FM-15
A,4/5/2020,17.2,FM-15
A,4/5/2020,18.9,FM-15
A,4/5/2020,18.3,FM-15
A,4/5/2020,18.3,FM-15
A,4/5/2020,18.9,FM-15
A,4/5/2020,18.3,FM-15
A,4/5/2020,17.2,FM-15
A,4/5/2020,13.9,FM-15
A,4/5/2020,12.8,FM-15
A,4/5/2020,11.7,FM-15
A,4/5/2020,11.1,FM-15
A,4/5/2020,11.1,FM-15
A,4/6/2020,12.2,FM-15
A,4/6/2020,-2.8,SOD  
A,4/6/2020,12.8,FM-15
A,4/6/2020,12.2,FM-15
A,4/6/2020,12.2,FM-15
A,4/6/2020,9.4,FM-15
A,4/6/2020,8.9,FM-15
A,4/6/2020,7.8,FM-15
A,4/6/2020,11.1,FM-15
A,4/6/2020,12.2,FM-16
A,4/6/2020,12.8,FM-15
A,4/6/2020,12.8,FM-16
A,4/6/2020,14.4,FM-15
A,4/6/2020,15.6,FM-16
A,4/6/2020,15,FM-15
A,4/6/2020,16,FM-16
A,4/6/2020,16.1,FM-15
A,4/6/2020,16.7,FM-15
A,4/6/2020,18.9,FM-15
A,4/6/2020,16.7,FM-15
A,4/6/2020,15.6,FM-15
A,4/6/2020,14.4,FM-15
A,4/6/2020,13.3,FM-15
A,4/6/2020,12.2,FM-15
A,4/6/2020,10.6,FM-15
A,4/6/2020,9.4,FM-15
A,4/6/2020,8.9,FM-15
A,4/6/2020,8.3,FM-15
A,4/6/2020,6.7,FM-15
A,4/7/2020,4.4,FM-15
A,4/7/2020,-2.8,SOD  
A,4/7/2020,6.1,FM-15
A,4/7/2020,6.1,FM-15
A,4/7/2020,5,FM-15
A,4/7/2020,2.8,FM-15
A,4/7/2020,6.1,FM-15
A,4/7/2020,8.3,FM-15
A,4/7/2020,8.9,FM-15
A,4/7/2020,11.7,FM-15
A,4/7/2020,15.6,FM-15
A,4/7/2020,16.7,FM-15
A,4/7/2020,15,FM-15
A,4/7/2020,15.6,FM-15
A,4/7/2020,16.1,FM-15
A,4/7/2020,15.6,FM-15
A,4/7/2020,16.1,FM-15
A,4/7/2020,16.1,FM-15
A,4/7/2020,15.6,FM-15
A,4/7/2020,13.3,FM-15
A,4/7/2020,12.2,FM-15
A,4/7/2020,11.1,FM-15
A,4/7/2020,11.7,FM-15
A,4/7/2020,11.1,FM-15
A,4/7/2020,11.1,FM-15
A,4/8/2020,10.6,FM-15
A,4/8/2020,-2.8,SOD  
A,4/8/2020,12.2,FM-15
A,4/8/2020,13.9,FM-15
A,4/8/2020,13.9,FM-15
A,4/8/2020,13.9,FM-16
A,4/8/2020,14.4,FM-15
A,4/8/2020,14.4,FM-16
A,4/8/2020,13.9,FM-15
A,4/8/2020,13,FM-16
A,4/8/2020,13.3,FM-15
A,4/8/2020,13.9,FM-15
A,4/8/2020,15.6,FM-15
A,4/8/2020,17.8,FM-15
A,4/8/2020,20,FM-15
A,4/8/2020,21.7,FM-15
A,4/8/2020,22.2,FM-15
A,4/8/2020,23.3,FM-15
A,4/8/2020,23.3,FM-15
A,4/8/2020,19.4,FM-15
A,4/8/2020,15,FM-15
A,4/8/2020,13.3,FM-15
A,4/8/2020,11.7,FM-15
A,4/8/2020,10.6,FM-15
A,4/8/2020,10,FM-15
A,4/8/2020,10.6,FM-15
A,4/8/2020,10,FM-15
A,4/8/2020,10,FM-15
A,4/9/2020,10.6,FM-15
A,4/9/2020,-2.8,SOD  
A,4/9/2020,11.1,FM-15
A,4/9/2020,11.1,FM-15
A,4/9/2020,11.1,FM-15
A,4/9/2020,11.1,FM-15
A,4/9/2020,11.7,FM-15
A,4/9/2020,12.2,FM-15
A,4/9/2020,13.3,FM-15
A,4/9/2020,13.3,FM-16
A,4/9/2020,13.3,FM-16
A,4/9/2020,13.3,FM-15
A,4/9/2020,13.3,FM-16
A,4/9/2020,12.8,FM-16
A,4/9/2020,12.8,FM-16
A,4/9/2020,12.8,FM-16
A,4/9/2020,12.8,FM-16
A,4/9/2020,12.8,FM-16
A,4/9/2020,13.3,FM-16
A,4/9/2020,13.9,FM-16
A,4/9/2020,14.4,FM-15
A,4/9/2020,14.4,FM-16
A,4/9/2020,16.7,FM-15
A,4/9/2020,16.7,FM-16
A,4/9/2020,21.1,FM-15
A,4/9/2020,22.2,FM-15
A,4/9/2020,22.2,FM-15
A,4/9/2020,17.8,FM-15
A,4/9/2020,17.8,FM-15
A,4/9/2020,16.7,FM-15
A,4/9/2020,15.6,FM-15
A,4/9/2020,13.9,FM-15
A,4/9/2020,12.2,FM-15
A,4/9/2020,11.7,FM-15
A,4/9/2020,11.1,FM-15
A,4/9/2020,10.6,FM-15
A,4/9/2020,10.6,FM-15
A,4/10/2020,8.9,FM-15
A,4/10/2020,-2.8,SOD  
A,4/10/2020,6.1,FM-15
A,4/10/2020,6.1,FM-15
A,4/10/2020,6.1,FM-15
A,4/10/2020,6.1,FM-15
A,4/10/2020,5.6,FM-15
A,4/10/2020,5.6,FM-15
A,4/10/2020,6.7,FM-15
A,4/10/2020,7.8,FM-15
A,4/10/2020,8.3,FM-15
A,4/10/2020,9.4,FM-15
A,4/10/2020,10,FM-15
A,4/10/2020,7.8,FM-15
A,4/10/2020,10.6,FM-15
A,4/10/2020,11.1,FM-15
A,4/10/2020,11.1,FM-15
A,4/10/2020,10,FM-15
A,4/10/2020,9.4,FM-15
A,4/10/2020,8.9,FM-15
A,4/10/2020,7.8,FM-15
A,4/10/2020,7.2,FM-15
A,4/10/2020,7.2,FM-15
A,4/10/2020,7.2,FM-15
A,4/10/2020,7.2,FM-15
A,4/11/2020,6.7,FM-15
A,4/11/2020,-2.8,SOD  
A,4/11/2020,5.6,FM-15
A,4/11/2020,5,FM-15
A,4/11/2020,3.9,FM-15
A,4/11/2020,3.9,FM-15
A,4/11/2020,3.3,FM-15
A,4/11/2020,3.3,FM-15
A,4/11/2020,5.6,FM-15
A,4/11/2020,7.8,FM-15
A,4/11/2020,9.4,FM-15
A,4/11/2020,10,FM-15
A,4/11/2020,11.1,FM-15
A,4/11/2020,11.7,FM-15
A,4/11/2020,12.2,FM-15
A,4/11/2020,13.3,FM-15
A,4/11/2020,13.9,FM-15
A,4/11/2020,14.4,FM-15
A,4/11/2020,13.9,FM-15
A,4/11/2020,13.9,FM-15
A,4/11/2020,11.7,FM-15
A,4/11/2020,10,FM-15
A,4/11/2020,6.7,FM-15
A,4/11/2020,6.1,FM-15
A,4/11/2020,3.9,FM-15
A,4/12/2020,7.2,FM-15
A,4/12/2020,-2.8,SOD  
A,4/12/2020,2.8,FM-15
A,4/12/2020,2.8,FM-15
A,4/12/2020,1.7,FM-15
A,4/12/2020,2.2,FM-15
A,4/12/2020,1.7,FM-15
A,4/12/2020,3.3,FM-15
A,4/12/2020,10,FM-15
A,4/12/2020,12.2,FM-15
A,4/12/2020,12.8,FM-15
A,4/12/2020,15.6,FM-15
A,4/12/2020,16.1,FM-15
A,4/12/2020,18.3,FM-15
A,4/12/2020,17.2,FM-15
A,4/12/2020,18.3,FM-15
A,4/12/2020,17.2,FM-15
A,4/12/2020,16.1,FM-15
A,4/12/2020,16.7,FM-15
A,4/12/2020,14.4,FM-15
A,4/12/2020,14.4,FM-15
A,4/12/2020,15,FM-15
A,4/12/2020,15,FM-15
A,4/12/2020,15,FM-15
A,4/12/2020,15,FM-15
A,4/13/2020,13.9,FM-15
A,4/13/2020,-2.8,SOD  
A,4/13/2020,13.3,FM-15
A,4/13/2020,13.9,FM-15
A,4/13/2020,13.3,FM-15
A,4/13/2020,13.9,FM-15
A,4/13/2020,13.9,FM-16
A,4/13/2020,13.9,FM-16
A,4/13/2020,14,FM-16
A,4/13/2020,14.4,FM-15
A,4/13/2020,14.4,FM-16
A,4/13/2020,14.4,FM-16
A,4/13/2020,13.9,FM-15
A,4/13/2020,16,FM-16
A,4/13/2020,15.6,FM-15
A,4/13/2020,15.6,FM-16
A,4/13/2020,15,FM-16
A,4/13/2020,15,FM-16
A,4/13/2020,15,FM-16
A,4/13/2020,15,FM-15
A,4/13/2020,14.4,FM-16
A,4/13/2020,14.4,FM-16
A,4/13/2020,14.4,FM-16
A,4/13/2020,14.4,FM-16
A,4/13/2020,14,FM-16
A,4/13/2020,14.4,FM-15
A,4/13/2020,14.4,FM-16
A,4/13/2020,15.6,FM-15
A,4/13/2020,16.1,FM-15
A,4/13/2020,15.6,FM-15
A,4/13/2020,16.7,FM-15
A,4/13/2020,16.1,FM-16
A,4/13/2020,16.7,FM-15
A,4/13/2020,17.8,FM-16
A,4/13/2020,17.2,FM-15
A,4/13/2020,16.7,FM-16
A,4/13/2020,17.2,FM-16
A,4/13/2020,17.2,FM-16
A,4/13/2020,17,FM-16
A,4/13/2020,16.7,FM-15
A,4/13/2020,16.7,FM-16
A,4/13/2020,17.2,FM-16
A,4/13/2020,18.3,FM-15
A,4/13/2020,18.3,FM-15
A,4/13/2020,17.2,FM-15
A,4/13/2020,15,FM-15
A,4/13/2020,15,FM-15
A,4/13/2020,16.7,FM-15
A,4/13/2020,16.1,FM-15
A,4/14/2020,13.9,FM-15
A,4/14/2020,-2.8,SOD  
A,4/14/2020,11.7,FM-15
A,4/14/2020,10.6,FM-15
A,4/14/2020,10,FM-15
A,4/14/2020,8.9,FM-15
A,4/14/2020,7.8,FM-15
A,4/14/2020,6.7,FM-15
A,4/14/2020,9.4,FM-15
A,4/14/2020,10,FM-15
A,4/14/2020,12.2,FM-15
A,4/14/2020,12.8,FM-15
A,4/14/2020,12.2,FM-15
A,4/14/2020,12.8,FM-15
A,4/14/2020,14.4,FM-15
A,4/14/2020,15,FM-15
A,4/14/2020,13.3,FM-15
A,4/14/2020,12.2,FM-15
A,4/14/2020,11.7,FM-15
A,4/14/2020,11.1,FM-15
A,4/14/2020,10,FM-15
A,4/14/2020,10,FM-15
A,4/14/2020,10,FM-15
A,4/14/2020,10,FM-15
A,4/14/2020,9.4,FM-15
A,4/15/2020,9.4,FM-15
